orderID,year,offence_type,offence_group,gender,source,target,value,source1,target1
1,2014,Juveniles,05 Criminal damage and arson,2 Female,All offenders,1 First time offenders,71,All offenders,First time offenders
1,2014,Adults,05 Criminal damage and arson,2 Female,All offenders,1 First time offenders,180,All offenders,First time offenders
1,2014,Juveniles,04 Theft Offences,3 Unknown,All offenders,1 First time offenders,27,All offenders,First time offenders
1,2014,Juveniles,03 Robbery,2 Female,All offenders,1 First time offenders,59,All offenders,First time offenders
1,2014,Adults,01 Violence against the person,1 Male,All offenders,1 First time offenders,4206,All offenders,First time offenders
1,2014,Adults,11 Summary offences excluding motoring,2 Female,All offenders,1 First time offenders,13836,All offenders,First time offenders
1,2014,Juveniles,08 Public order offences,3 Unknown,All offenders,1 First time offenders,2,All offenders,First time offenders
1,2014,Adults,04 Theft Offences,2 Female,All offenders,1 First time offenders,6592,All offenders,First time offenders
1,2014,Adults,02 Sexual offences,1 Male,All offenders,1 First time offenders,2700,All offenders,First time offenders
1,2014,Adults,01 Violence against the person,3 Unknown,All offenders,1 First time offenders,56,All offenders,First time offenders
1,2014,Adults,08 Public order offences,2 Female,All offenders,1 First time offenders,368,All offenders,First time offenders
1,2014,Adults,09 Miscellaneous crimes against society,1 Male,All offenders,1 First time offenders,4999,All offenders,First time offenders
1,2014,Juveniles,09 Miscellaneous crimes against society,2 Female,All offenders,1 First time offenders,85,All offenders,First time offenders
1,2014,Adults,07 Possession of weapons,2 Female,All offenders,1 First time offenders,387,All offenders,First time offenders
1,2014,Juveniles,11 Summary offences excluding motoring,1 Male,All offenders,1 First time offenders,5507,All offenders,First time offenders
1,2014,Adults,09 Miscellaneous crimes against society,3 Unknown,All offenders,1 First time offenders,59,All offenders,First time offenders
1,2014,Juveniles,07 Possession of weapons,1 Male,All offenders,1 First time offenders,1086,All offenders,First time offenders
1,2014,Juveniles,06 Drug offences,3 Unknown,All offenders,1 First time offenders,27,All offenders,First time offenders
1,2014,Juveniles,04 Theft Offences,1 Male,All offenders,1 First time offenders,3566,All offenders,First time offenders
1,2014,Juveniles,02 Sexual offences,2 Female,All offenders,1 First time offenders,8,All offenders,First time offenders
1,2014,Adults,10 Fraud offences,2 Female,All offenders,1 First time offenders,1595,All offenders,First time offenders
1,2014,Adults,07 Possession of weapons,1 Male,All offenders,1 First time offenders,1773,All offenders,First time offenders
1,2014,Juveniles,02 Sexual offences,3 Unknown,All offenders,1 First time offenders,2,All offenders,First time offenders
1,2014,Adults,09 Miscellaneous crimes against society,2 Female,All offenders,1 First time offenders,1276,All offenders,First time offenders
1,2014,Adults,08 Public order offences,1 Male,All offenders,1 First time offenders,1804,All offenders,First time offenders
1,2014,Juveniles,07 Possession of weapons,2 Female,All offenders,1 First time offenders,115,All offenders,First time offenders
1,2014,Adults,11 Summary offences excluding motoring,3 Unknown,All offenders,1 First time offenders,366,All offenders,First time offenders
1,2014,Adults,04 Theft Offences,1 Male,All offenders,1 First time offenders,10015,All offenders,First time offenders
1,2014,Juveniles,03 Robbery,3 Unknown,All offenders,1 First time offenders,2,All offenders,First time offenders
1,2014,Juveniles,08 Public order offences,2 Female,All offenders,1 First time offenders,104,All offenders,First time offenders
1,2014,Adults,06 Drug offences,1 Male,All offenders,1 First time offenders,11260,All offenders,First time offenders
1,2014,Adults,04 Theft Offences,3 Unknown,All offenders,1 First time offenders,125,All offenders,First time offenders
1,2014,Adults,03 Robbery,2 Female,All offenders,1 First time offenders,43,All offenders,First time offenders
1,2014,Juveniles,09 Miscellaneous crimes against society,1 Male,All offenders,1 First time offenders,569,All offenders,First time offenders
1,2014,Adults,01 Violence against the person,2 Female,All offenders,1 First time offenders,2318,All offenders,First time offenders
1,2014,Juveniles,11 Summary offences excluding motoring,2 Female,All offenders,1 First time offenders,2156,All offenders,First time offenders
1,2014,Juveniles,03 Robbery,1 Male,All offenders,1 First time offenders,579,All offenders,First time offenders
1,2014,Adults,02 Sexual offences,2 Female,All offenders,1 First time offenders,63,All offenders,First time offenders
1,2014,Adults,07 Possession of weapons,3 Unknown,All offenders,1 First time offenders,24,All offenders,First time offenders
1,2014,Adults,10 Fraud offences,3 Unknown,All offenders,1 First time offenders,111,All offenders,First time offenders
1,2014,Adults,04 Theft Offences,2 Female,All offenders,2 1-2 previous convictions/cautions,4777,All offenders,1-2 previous convictions/cautions
1,2014,Adults,08 Public order offences,2 Female,All offenders,2 1-2 previous convictions/cautions,288,All offenders,1-2 previous convictions/cautions
1,2014,Adults,07 Possession of weapons,2 Female,All offenders,2 1-2 previous convictions/cautions,202,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,03 Robbery,2 Female,All offenders,2 1-2 previous convictions/cautions,43,All offenders,1-2 previous convictions/cautions
1,2014,Adults,03 Robbery,1 Male,All offenders,2 1-2 previous convictions/cautions,422,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,08 Public order offences,3 Unknown,All offenders,2 1-2 previous convictions/cautions,2,All offenders,1-2 previous convictions/cautions
1,2014,Adults,11 Summary offences excluding motoring,2 Female,All offenders,2 1-2 previous convictions/cautions,8691,All offenders,1-2 previous convictions/cautions
1,2014,Adults,05 Criminal damage and arson,2 Female,All offenders,2 1-2 previous convictions/cautions,159,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,12 Summary motoring offences,3 Unknown,All offenders,2 1-2 previous convictions/cautions,1,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,04 Theft Offences,3 Unknown,All offenders,2 1-2 previous convictions/cautions,29,All offenders,1-2 previous convictions/cautions
1,2014,Adults,01 Violence against the person,1 Male,All offenders,2 1-2 previous convictions/cautions,4479,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,07 Possession of weapons,1 Male,All offenders,2 1-2 previous convictions/cautions,522,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,04 Theft Offences,1 Male,All offenders,2 1-2 previous convictions/cautions,3463,All offenders,1-2 previous convictions/cautions
1,2014,Adults,03 Robbery,3 Unknown,All offenders,2 1-2 previous convictions/cautions,1,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,11 Summary offences excluding motoring,1 Male,All offenders,2 1-2 previous convictions/cautions,4724,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,01 Violence against the person,2 Female,All offenders,2 1-2 previous convictions/cautions,166,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,02 Sexual offences,2 Female,All offenders,2 1-2 previous convictions/cautions,1,All offenders,1-2 previous convictions/cautions
1,2014,Adults,02 Sexual offences,1 Male,All offenders,2 1-2 previous convictions/cautions,1508,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,06 Drug offences,3 Unknown,All offenders,2 1-2 previous convictions/cautions,14,All offenders,1-2 previous convictions/cautions
1,2014,Adults,09 Miscellaneous crimes against society,1 Male,All offenders,2 1-2 previous convictions/cautions,3904,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,09 Miscellaneous crimes against society,2 Female,All offenders,2 1-2 previous convictions/cautions,57,All offenders,1-2 previous convictions/cautions
1,2014,Adults,05 Criminal damage and arson,3 Unknown,All offenders,2 1-2 previous convictions/cautions,1,All offenders,1-2 previous convictions/cautions
1,2014,Adults,09 Miscellaneous crimes against society,3 Unknown,All offenders,2 1-2 previous convictions/cautions,12,All offenders,1-2 previous convictions/cautions
1,2014,Adults,04 Theft Offences,1 Male,All offenders,2 1-2 previous convictions/cautions,9921,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,12 Summary motoring offences,2 Female,All offenders,2 1-2 previous convictions/cautions,4,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,02 Sexual offences,1 Male,All offenders,2 1-2 previous convictions/cautions,128,All offenders,1-2 previous convictions/cautions
1,2014,Adults,09 Miscellaneous crimes against society,2 Female,All offenders,2 1-2 previous convictions/cautions,813,All offenders,1-2 previous convictions/cautions
1,2014,Adults,02 Sexual offences,2 Female,All offenders,2 1-2 previous convictions/cautions,24,All offenders,1-2 previous convictions/cautions
1,2014,Adults,10 Fraud offences,2 Female,All offenders,2 1-2 previous convictions/cautions,649,All offenders,1-2 previous convictions/cautions
1,2014,Adults,07 Possession of weapons,1 Male,All offenders,2 1-2 previous convictions/cautions,1742,All offenders,1-2 previous convictions/cautions
1,2014,Adults,11 Summary offences excluding motoring,3 Unknown,All offenders,2 1-2 previous convictions/cautions,117,All offenders,1-2 previous convictions/cautions
1,2014,Adults,06 Drug offences,1 Male,All offenders,2 1-2 previous convictions/cautions,13574,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,08 Public order offences,2 Female,All offenders,2 1-2 previous convictions/cautions,55,All offenders,1-2 previous convictions/cautions
1,2014,Adults,07 Possession of weapons,3 Unknown,All offenders,2 1-2 previous convictions/cautions,1,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,02 Sexual offences,3 Unknown,All offenders,2 1-2 previous convictions/cautions,2,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,11 Summary offences excluding motoring,2 Female,All offenders,2 1-2 previous convictions/cautions,1299,All offenders,1-2 previous convictions/cautions
1,2014,Adults,08 Public order offences,1 Male,All offenders,2 1-2 previous convictions/cautions,2806,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,03 Robbery,1 Male,All offenders,2 1-2 previous convictions/cautions,472,All offenders,1-2 previous convictions/cautions
1,2014,Adults,04 Theft Offences,3 Unknown,All offenders,2 1-2 previous convictions/cautions,47,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,09 Miscellaneous crimes against society,1 Male,All offenders,2 1-2 previous convictions/cautions,537,All offenders,1-2 previous convictions/cautions
1,2014,Adults,03 Robbery,2 Female,All offenders,2 1-2 previous convictions/cautions,37,All offenders,1-2 previous convictions/cautions
1,2014,Adults,11 Summary offences excluding motoring,1 Male,All offenders,2 1-2 previous convictions/cautions,34226,All offenders,1-2 previous convictions/cautions
1,2014,Adults,01 Violence against the person,2 Female,All offenders,2 1-2 previous convictions/cautions,1159,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,10 Fraud offences,1 Male,All offenders,2 1-2 previous convictions/cautions,51,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,04 Theft Offences,2 Female,All offenders,2 1-2 previous convictions/cautions,740,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,11 Summary offences excluding motoring,3 Unknown,All offenders,2 1-2 previous convictions/cautions,37,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,10 Fraud offences,2 Female,All offenders,2 1-2 previous convictions/cautions,23,All offenders,1-2 previous convictions/cautions
1,2014,Adults,06 Drug offences,2 Female,All offenders,2 1-2 previous convictions/cautions,1692,All offenders,1-2 previous convictions/cautions
1,2014,Adults,12 Summary motoring offences,1 Male,All offenders,2 1-2 previous convictions/cautions,12745,All offenders,1-2 previous convictions/cautions
1,2014,Adults,10 Fraud offences,3 Unknown,All offenders,2 1-2 previous convictions/cautions,8,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,07 Possession of weapons,3 Unknown,All offenders,2 1-2 previous convictions/cautions,1,All offenders,1-2 previous convictions/cautions
1,2014,Adults,05 Criminal damage and arson,1 Male,All offenders,2 1-2 previous convictions/cautions,587,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,01 Violence against the person,3 Unknown,All offenders,2 1-2 previous convictions/cautions,1,All offenders,1-2 previous convictions/cautions
1,2014,Adults,08 Public order offences,3 Unknown,All offenders,2 1-2 previous convictions/cautions,10,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,05 Criminal damage and arson,3 Unknown,All offenders,2 1-2 previous convictions/cautions,2,All offenders,1-2 previous convictions/cautions
1,2014,Adults,12 Summary motoring offences,2 Female,All offenders,2 1-2 previous convictions/cautions,2551,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,08 Public order offences,1 Male,All offenders,2 1-2 previous convictions/cautions,266,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,05 Criminal damage and arson,1 Male,All offenders,2 1-2 previous convictions/cautions,228,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,10 Fraud offences,3 Unknown,All offenders,2 1-2 previous convictions/cautions,1,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,06 Drug offences,1 Male,All offenders,2 1-2 previous convictions/cautions,1971,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,07 Possession of weapons,2 Female,All offenders,2 1-2 previous convictions/cautions,46,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,12 Summary motoring offences,1 Male,All offenders,2 1-2 previous convictions/cautions,143,All offenders,1-2 previous convictions/cautions
1,2014,Adults,06 Drug offences,3 Unknown,All offenders,2 1-2 previous convictions/cautions,36,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,06 Drug offences,2 Female,All offenders,2 1-2 previous convictions/cautions,117,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,05 Criminal damage and arson,2 Female,All offenders,2 1-2 previous convictions/cautions,39,All offenders,1-2 previous convictions/cautions
1,2014,Adults,10 Fraud offences,1 Male,All offenders,2 1-2 previous convictions/cautions,1390,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,09 Miscellaneous crimes against society,3 Unknown,All offenders,2 1-2 previous convictions/cautions,4,All offenders,1-2 previous convictions/cautions
1,2014,Adults,12 Summary motoring offences,3 Unknown,All offenders,2 1-2 previous convictions/cautions,24,All offenders,1-2 previous convictions/cautions
1,2014,Adults,01 Violence against the person,3 Unknown,All offenders,2 1-2 previous convictions/cautions,18,All offenders,1-2 previous convictions/cautions
1,2014,Adults,02 Sexual offences,3 Unknown,All offenders,2 1-2 previous convictions/cautions,3,All offenders,1-2 previous convictions/cautions
1,2014,Juveniles,01 Violence against the person,1 Male,All offenders,2 1-2 previous convictions/cautions,617,All offenders,1-2 previous convictions/cautions
1,2014,Adults,05 Criminal damage and arson,1 Male,All offenders,3 3-6 previous convictions/cautions,609,All offenders,3-6 previous convictions/cautions
1,2014,Adults,07 Possession of weapons,2 Female,All offenders,3 3-6 previous convictions/cautions,172,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,03 Robbery,1 Male,All offenders,3 3-6 previous convictions/cautions,326,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,07 Possession of weapons,3 Unknown,All offenders,3 3-6 previous convictions/cautions,4,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,06 Drug offences,3 Unknown,All offenders,3 3-6 previous convictions/cautions,3,All offenders,3-6 previous convictions/cautions
1,2014,Adults,07 Possession of weapons,3 Unknown,All offenders,3 3-6 previous convictions/cautions,2,All offenders,3-6 previous convictions/cautions
1,2014,Adults,10 Fraud offences,1 Male,All offenders,3 3-6 previous convictions/cautions,1202,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,06 Drug offences,2 Female,All offenders,3 3-6 previous convictions/cautions,58,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,11 Summary offences excluding motoring,1 Male,All offenders,3 3-6 previous convictions/cautions,2923,All offenders,3-6 previous convictions/cautions
1,2014,Adults,06 Drug offences,2 Female,All offenders,3 3-6 previous convictions/cautions,1398,All offenders,3-6 previous convictions/cautions
1,2014,Adults,11 Summary offences excluding motoring,2 Female,All offenders,3 3-6 previous convictions/cautions,6192,All offenders,3-6 previous convictions/cautions
1,2014,Adults,03 Robbery,3 Unknown,All offenders,3 3-6 previous convictions/cautions,1,All offenders,3-6 previous convictions/cautions
1,2014,Adults,04 Theft Offences,1 Male,All offenders,3 3-6 previous convictions/cautions,12344,All offenders,3-6 previous convictions/cautions
1,2014,Adults,01 Violence against the person,1 Male,All offenders,3 3-6 previous convictions/cautions,5294,All offenders,3-6 previous convictions/cautions
1,2014,Adults,05 Criminal damage and arson,2 Female,All offenders,3 3-6 previous convictions/cautions,118,All offenders,3-6 previous convictions/cautions
1,2014,Adults,09 Miscellaneous crimes against society,3 Unknown,All offenders,3 3-6 previous convictions/cautions,9,All offenders,3-6 previous convictions/cautions
1,2014,Adults,07 Possession of weapons,1 Male,All offenders,3 3-6 previous convictions/cautions,1950,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,01 Violence against the person,3 Unknown,All offenders,3 3-6 previous convictions/cautions,2,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,09 Miscellaneous crimes against society,1 Male,All offenders,3 3-6 previous convictions/cautions,420,All offenders,3-6 previous convictions/cautions
1,2014,Adults,08 Public order offences,3 Unknown,All offenders,3 3-6 previous convictions/cautions,3,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,08 Public order offences,1 Male,All offenders,3 3-6 previous convictions/cautions,273,All offenders,3-6 previous convictions/cautions
1,2014,Adults,11 Summary offences excluding motoring,1 Male,All offenders,3 3-6 previous convictions/cautions,34453,All offenders,3-6 previous convictions/cautions
1,2014,Adults,02 Sexual offences,1 Male,All offenders,3 3-6 previous convictions/cautions,1068,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,08 Public order offences,2 Female,All offenders,3 3-6 previous convictions/cautions,41,All offenders,3-6 previous convictions/cautions
1,2014,Adults,12 Summary motoring offences,1 Male,All offenders,3 3-6 previous convictions/cautions,9843,All offenders,3-6 previous convictions/cautions
1,2014,Adults,02 Sexual offences,2 Female,All offenders,3 3-6 previous convictions/cautions,12,All offenders,3-6 previous convictions/cautions
1,2014,Adults,10 Fraud offences,3 Unknown,All offenders,3 3-6 previous convictions/cautions,2,All offenders,3-6 previous convictions/cautions
1,2014,Adults,11 Summary offences excluding motoring,3 Unknown,All offenders,3 3-6 previous convictions/cautions,45,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,08 Public order offences,3 Unknown,All offenders,3 3-6 previous convictions/cautions,3,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,01 Violence against the person,2 Female,All offenders,3 3-6 previous convictions/cautions,53,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,02 Sexual offences,2 Female,All offenders,3 3-6 previous convictions/cautions,1,All offenders,3-6 previous convictions/cautions
1,2014,Adults,09 Miscellaneous crimes against society,2 Female,All offenders,3 3-6 previous convictions/cautions,793,All offenders,3-6 previous convictions/cautions
1,2014,Adults,09 Miscellaneous crimes against society,1 Male,All offenders,3 3-6 previous convictions/cautions,4462,All offenders,3-6 previous convictions/cautions
1,2014,Adults,01 Violence against the person,3 Unknown,All offenders,3 3-6 previous convictions/cautions,5,All offenders,3-6 previous convictions/cautions
1,2014,Adults,03 Robbery,1 Male,All offenders,3 3-6 previous convictions/cautions,650,All offenders,3-6 previous convictions/cautions
1,2014,Adults,10 Fraud offences,2 Female,All offenders,3 3-6 previous convictions/cautions,338,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,01 Violence against the person,1 Male,All offenders,3 3-6 previous convictions/cautions,336,All offenders,3-6 previous convictions/cautions
1,2014,Adults,08 Public order offences,1 Male,All offenders,3 3-6 previous convictions/cautions,3166,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,09 Miscellaneous crimes against society,3 Unknown,All offenders,3 3-6 previous convictions/cautions,2,All offenders,3-6 previous convictions/cautions
1,2014,Adults,03 Robbery,2 Female,All offenders,3 3-6 previous convictions/cautions,56,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,12 Summary motoring offences,2 Female,All offenders,3 3-6 previous convictions/cautions,1,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,02 Sexual offences,1 Male,All offenders,3 3-6 previous convictions/cautions,46,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,12 Summary motoring offences,1 Male,All offenders,3 3-6 previous convictions/cautions,99,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,10 Fraud offences,1 Male,All offenders,3 3-6 previous convictions/cautions,27,All offenders,3-6 previous convictions/cautions
1,2014,Adults,04 Theft Offences,2 Female,All offenders,3 3-6 previous convictions/cautions,4587,All offenders,3-6 previous convictions/cautions
1,2014,Adults,08 Public order offences,2 Female,All offenders,3 3-6 previous convictions/cautions,319,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,06 Drug offences,1 Male,All offenders,3 3-6 previous convictions/cautions,1299,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,05 Criminal damage and arson,2 Female,All offenders,3 3-6 previous convictions/cautions,17,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,04 Theft Offences,3 Unknown,All offenders,3 3-6 previous convictions/cautions,14,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,09 Miscellaneous crimes against society,2 Female,All offenders,3 3-6 previous convictions/cautions,33,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,03 Robbery,2 Female,All offenders,3 3-6 previous convictions/cautions,31,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,03 Robbery,3 Unknown,All offenders,3 3-6 previous convictions/cautions,1,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,07 Possession of weapons,1 Male,All offenders,3 3-6 previous convictions/cautions,257,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,04 Theft Offences,1 Male,All offenders,3 3-6 previous convictions/cautions,2369,All offenders,3-6 previous convictions/cautions
1,2014,Adults,12 Summary motoring offences,2 Female,All offenders,3 3-6 previous convictions/cautions,1002,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,07 Possession of weapons,2 Female,All offenders,3 3-6 previous convictions/cautions,11,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,04 Theft Offences,2 Female,All offenders,3 3-6 previous convictions/cautions,394,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,05 Criminal damage and arson,1 Male,All offenders,3 3-6 previous convictions/cautions,137,All offenders,3-6 previous convictions/cautions
1,2014,Adults,06 Drug offences,1 Male,All offenders,3 3-6 previous convictions/cautions,16190,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,10 Fraud offences,2 Female,All offenders,3 3-6 previous convictions/cautions,7,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,11 Summary offences excluding motoring,3 Unknown,All offenders,3 3-6 previous convictions/cautions,13,All offenders,3-6 previous convictions/cautions
1,2014,Adults,01 Violence against the person,2 Female,All offenders,3 3-6 previous convictions/cautions,801,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,11 Summary offences excluding motoring,2 Female,All offenders,3 3-6 previous convictions/cautions,663,All offenders,3-6 previous convictions/cautions
1,2014,Adults,04 Theft Offences,3 Unknown,All offenders,3 3-6 previous convictions/cautions,22,All offenders,3-6 previous convictions/cautions
1,2014,Adults,06 Drug offences,3 Unknown,All offenders,3 3-6 previous convictions/cautions,13,All offenders,3-6 previous convictions/cautions
1,2014,Adults,12 Summary motoring offences,3 Unknown,All offenders,3 3-6 previous convictions/cautions,11,All offenders,3-6 previous convictions/cautions
1,2014,Juveniles,05 Criminal damage and arson,2 Female,All offenders,4 7-10 previous convictions/cautions,1,All offenders,7-10 previous convictions/cautions
1,2014,Adults,11 Summary offences excluding motoring,3 Unknown,All offenders,4 7-10 previous convictions/cautions,6,All offenders,7-10 previous convictions/cautions
1,2014,Juveniles,03 Robbery,1 Male,All offenders,4 7-10 previous convictions/cautions,134,All offenders,7-10 previous convictions/cautions
1,2014,Juveniles,12 Summary motoring offences,1 Male,All offenders,4 7-10 previous convictions/cautions,39,All offenders,7-10 previous convictions/cautions
1,2014,Adults,07 Possession of weapons,3 Unknown,All offenders,4 7-10 previous convictions/cautions,1,All offenders,7-10 previous convictions/cautions
1,2014,Juveniles,06 Drug offences,3 Unknown,All offenders,4 7-10 previous convictions/cautions,2,All offenders,7-10 previous convictions/cautions
1,2014,Adults,05 Criminal damage and arson,1 Male,All offenders,4 7-10 previous convictions/cautions,369,All offenders,7-10 previous convictions/cautions
1,2014,Adults,03 Robbery,2 Female,All offenders,4 7-10 previous convictions/cautions,32,All offenders,7-10 previous convictions/cautions
1,2014,Adults,11 Summary offences excluding motoring,1 Male,All offenders,4 7-10 previous convictions/cautions,18698,All offenders,7-10 previous convictions/cautions
1,2014,Juveniles,02 Sexual offences,1 Male,All offenders,4 7-10 previous convictions/cautions,7,All offenders,7-10 previous convictions/cautions
1,2014,Juveniles,08 Public order offences,2 Female,All offenders,4 7-10 previous convictions/cautions,20,All offenders,7-10 previous convictions/cautions
1,2014,Juveniles,01 Violence against the person,3 Unknown,All offenders,4 7-10 previous convictions/cautions,1,All offenders,7-10 previous convictions/cautions
1,2014,Adults,05 Criminal damage and arson,3 Unknown,All offenders,4 7-10 previous convictions/cautions,1,All offenders,7-10 previous convictions/cautions
1,2014,Juveniles,01 Violence against the person,1 Male,All offenders,4 7-10 previous convictions/cautions,92,All offenders,7-10 previous convictions/cautions
